epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.521566666667,0.738879165808,0.6759,0.642071765614
1,0.757133333333,0.526784716956,0.7959,0.546366355419
2,0.8235,0.430480781666,0.8445,0.393426806331
3,0.8333,0.410954424524,0.8474,0.383537551498
4,0.841133333333,0.392931418943,0.8555,0.368583894467
5,0.8489,0.37782848897,0.8615,0.358535981131
6,0.8553,0.364687706836,0.8581,0.36016765871
7,0.864666666667,0.352016662351,0.8061,0.403578859162
8,0.866866666667,0.343201691508,0.8747,0.330123202825
9,0.8711,0.336641715995,0.8674,0.3365218642
10,0.875066666667,0.328979343307,0.8874,0.299685127783
11,0.8797,0.322193114924,0.8878,0.301620431113
12,0.879866666667,0.317818964156,0.8877,0.300266557336
13,0.8818,0.314012225191,0.8879,0.299937312293
14,0.883933333333,0.31264230388,0.8921,0.291938939834
15,0.884266666667,0.309066696946,0.8875,0.312349383593
16,0.885133333333,0.30852469186,0.8904,0.293052059782
17,0.886666666667,0.305994537099,0.8926,0.288441254103
18,0.886933333333,0.304858986203,0.8919,0.290769800794
19,0.886866666667,0.303847621306,0.8858,0.303255453777
20,0.886266666667,0.304695547934,0.8955,0.286854210126
21,0.887433333333,0.302980495922,0.8925,0.290994695592
22,0.888733333333,0.302351820604,0.8851,0.302371608472
23,0.8888,0.301466532,0.8898,0.297382352841
24,0.887266666667,0.301850164954,0.8835,0.306321448278
25,0.8894,0.299540135463,0.8934,0.286194457471
26,0.8879,0.300921146278,0.8932,0.291976526845
27,0.888233333333,0.298785681518,0.8951,0.281863715637
28,0.8898,0.299088620694,0.8967,0.281320361936
29,0.889733333333,0.298644185905,0.8961,0.286002697504
30,0.8895,0.298449237092,0.8699,0.328618676925
31,0.889633333333,0.299542720103,0.8909,0.29238612715
32,0.888,0.298872649193,0.8623,0.350029389644
33,0.889233333333,0.297994821195,0.8939,0.284816553354
34,0.890966666667,0.297211245433,0.8593,0.351996362829
35,0.8909,0.296144850341,0.8915,0.291960621095
36,0.8907,0.296979893816,0.8947,0.282282594419
37,0.890633333333,0.296997237039,0.8935,0.296517264545
38,0.8911,0.295285028323,0.8937,0.292653698552
39,0.891066666667,0.295084960349,0.8668,0.334336867046
40,0.8912,0.295037194324,0.8968,0.282977987981
41,0.8905,0.295817795936,0.8933,0.285677804184
42,0.891633333333,0.294577010099,0.8892,0.294100940609
43,0.890966666667,0.296436665018,0.893,0.295312335134
44,0.891066666667,0.294114191635,0.8962,0.283615147257
45,0.890533333333,0.295481221843,0.898,0.280519457901
46,0.891733333333,0.293641103903,0.894,0.29165023036
47,0.89,0.294738615926,0.8973,0.280754374015
48,0.891766666667,0.294025899975,0.8905,0.292869957042
49,0.889933333333,0.294673030194,0.8942,0.286578566492
50,0.891033333333,0.293500940784,0.8929,0.287864040232
51,0.892,0.293391673517,0.8939,0.289964605963
52,0.891266666667,0.293512833977,0.8947,0.280355381811
53,0.891266666667,0.293709812284,0.8959,0.283142184389
54,0.891633333333,0.291948130139,0.8938,0.283209613466
55,0.893066666667,0.292553712336,0.8948,0.282413577223
56,0.891466666667,0.293427339681,0.8881,0.292943133521
57,0.891133333333,0.29365071739,0.8957,0.281888493335
58,0.8923,0.292794379103,0.8961,0.283354402149
59,0.892566666667,0.292288490621,0.8977,0.277261871397
60,0.893266666667,0.291142610701,0.8968,0.278806792128
61,0.893333333333,0.293118114646,0.8374,0.377373569179
62,0.893,0.292911556784,0.8988,0.279331285393
63,0.891666666667,0.291274496516,0.8824,0.306916003585
64,0.891333333333,0.291477966921,0.8915,0.292345617104
65,0.892866666667,0.291262851787,0.897,0.280079857743
66,0.8914,0.290969798716,0.8962,0.284152018344
67,0.892233333333,0.292308011413,0.8965,0.279538147306
68,0.892366666667,0.291354838657,0.8984,0.276966057324
69,0.8912,0.290807023462,0.8966,0.281608847749
70,0.892166666667,0.290682349881,0.8943,0.288716981554
71,0.892733333333,0.291263261445,0.8974,0.275943401766
72,0.891466666667,0.291699126077,0.8987,0.27718549155
73,0.893133333333,0.29038848687,0.8958,0.279639608681
74,0.8928,0.290200600672,0.8978,0.280980730653
75,0.892966666667,0.290643978564,0.8969,0.287339822602
76,0.893366666667,0.29092450912,0.8977,0.278641786706
77,0.893233333333,0.290546588516,0.8968,0.285301647663
78,0.893066666667,0.29064958427,0.8983,0.280197836602
79,0.8937,0.288459016935,0.8954,0.285796671867
80,0.8927,0.290079635541,0.8974,0.277111685145
81,0.8934,0.289280079063,0.8981,0.279557523763
82,0.892966666667,0.28882879231,0.8929,0.292633308411
83,0.893366666667,0.288875578292,0.8979,0.27776547581
84,0.893233333333,0.288730609067,0.8859,0.300199786699
85,0.893466666667,0.288748444029,0.8963,0.281439496744
86,0.894966666667,0.287695505881,0.8945,0.283151333547
87,0.8926,0.2888026944,0.9,0.275908156073
88,0.895966666667,0.286708393216,0.8952,0.288733832717
89,0.892933333333,0.288599284983,0.8989,0.276189912522
90,0.894833333333,0.287204019324,0.8973,0.277752808571
91,0.8944,0.287976288541,0.8983,0.279074740541
92,0.893533333333,0.287324678493,0.8938,0.284367906427
93,0.894333333333,0.286575290346,0.8993,0.276769294465
94,0.892766666667,0.287156137602,0.8949,0.281419625735
95,0.893466666667,0.286799356151,0.8998,0.274017577314
96,0.894966666667,0.28633628548,0.8955,0.279330775416
97,0.893633333333,0.287067075467,0.8928,0.285258031249
98,0.8954,0.284871570436,0.8986,0.283757495201
99,0.894533333333,0.287251170119,0.8797,0.311887207603
