epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.633433333333,0.681983606386,0.6903,0.561366852665
1,0.774733333333,0.515889586115,0.7126,0.5292009727
2,0.8039,0.46474121685,0.8161,0.492966872454
3,0.8131,0.447241815027,0.7455,0.480240692854
4,0.819066666667,0.434791582696,0.8324,0.41571699481
5,0.822633333333,0.426102156973,0.774,0.444199927521
6,0.823766666667,0.418165763187,0.8452,0.384640660238
7,0.825,0.41380837752,0.8468,0.388742594194
8,0.831666666667,0.40267317822,0.8443,0.386637002373
9,0.833666666667,0.396150615629,0.7849,0.429129313135
10,0.837566666667,0.389559037574,0.8454,0.387272496724
11,0.842766666667,0.385605164385,0.8145,0.402663588548
12,0.844133333333,0.380754763762,0.7981,0.408314911532
13,0.844233333333,0.380234679508,0.8454,0.380591447234
14,0.845933333333,0.375416548189,0.7487,0.467263340235
15,0.846533333333,0.37422145203,0.8631,0.349273754954
16,0.851,0.370346368059,0.8151,0.388786307263
17,0.848133333333,0.367027148477,0.8653,0.340856580925
18,0.851266666667,0.368556241481,0.8563,0.356322563863
19,0.8501,0.366921066189,0.8589,0.349275998843
20,0.85,0.365137724845,0.8603,0.346550901866
21,0.8506,0.365278725894,0.8583,0.352125562811
22,0.851433333333,0.363103257648,0.865,0.34128488071
23,0.855966666667,0.361253136532,0.8091,0.396376344538
24,0.853166666667,0.362511778339,0.8528,0.373831107378
25,0.855733333333,0.361049886545,0.8089,0.408546043777
26,0.8545,0.36094753987,0.8665,0.342503995156
27,0.856666666667,0.358505610315,0.8761,0.326890646982
28,0.8555,0.359808001876,0.8778,0.325372935414
29,0.857733333333,0.355238041925,0.8585,0.349971998549
30,0.860566666667,0.354605187734,0.8725,0.33188554405
31,0.860133333333,0.352904056772,0.8593,0.354533272409
32,0.860166666667,0.352665298971,0.8648,0.33734607724
33,0.859666666667,0.35147584854,0.8696,0.330187558174
34,0.862066666667,0.351179676286,0.8643,0.343949939346
35,0.862966666667,0.351516977692,0.867,0.343694010234
36,0.862833333333,0.348624447362,0.8718,0.330046260309
37,0.863933333333,0.348370985564,0.8603,0.357376016045
38,0.864733333333,0.345892830523,0.876,0.328505932713
39,0.866733333333,0.34539660507,0.8741,0.331673540664
40,0.8655,0.345777724099,0.8756,0.320482214475
41,0.8624,0.34485581673,0.8619,0.359890088773
42,0.867466666667,0.341318504047,0.8567,0.349591622043
43,0.866633333333,0.343232949893,0.8838,0.310835307789
44,0.867266666667,0.341669569596,0.8504,0.381875870621
45,0.8671,0.341030572422,0.8457,0.357247957659
46,0.8695,0.34087742753,0.8804,0.32283784771
47,0.869733333333,0.338509100755,0.8694,0.346891869235
48,0.868733333333,0.339853606931,0.8828,0.308474506724
49,0.8683,0.33942656037,0.8445,0.365654867625
50,0.867833333333,0.338655969294,0.8726,0.330168975723
51,0.869533333333,0.336329963589,0.8772,0.327488155222
52,0.869066666667,0.335342055869,0.8701,0.335004237437
53,0.8711,0.336632795572,0.8813,0.315594142818
54,0.871466666667,0.335146445179,0.8629,0.341638678718
55,0.869466666667,0.335397146932,0.8445,0.358738997579
56,0.872033333333,0.335497390612,0.8774,0.318721371984
57,0.872466666667,0.332664812311,0.8704,0.335451314926
58,0.871566666667,0.334214958461,0.883,0.312473696315
59,0.871966666667,0.332370110726,0.8802,0.313512131095
60,0.871566666667,0.332700556429,0.8764,0.320882027805
61,0.8704,0.333596943029,0.8865,0.30327617538
62,0.871833333333,0.331142009377,0.8798,0.317725036383
63,0.874133333333,0.330093688416,0.8554,0.353942595792
64,0.8727,0.331867675916,0.879,0.33118400383
65,0.8725,0.332075956639,0.8889,0.308478783226
66,0.8731,0.33083988421,0.8736,0.325219179058
67,0.874833333333,0.33036391294,0.877,0.324331471217
68,0.875466666667,0.329625157253,0.8742,0.325361690998
69,0.873433333333,0.329440042377,0.8896,0.29774868784
70,0.874533333333,0.329810673857,0.8756,0.323717222309
71,0.874033333333,0.329909953435,0.888,0.303600722313
72,0.875066666667,0.32889477191,0.7267,0.493627088976
73,0.873333333333,0.328890631032,0.8845,0.317785187387
74,0.874866666667,0.326826634391,0.8618,0.343762395477
75,0.8751,0.328640494911,0.8345,0.372005393338
76,0.8744,0.326867194637,0.8721,0.334128115797
77,0.874333333333,0.326769602839,0.8714,0.335999614286
78,0.875833333333,0.327154818678,0.8803,0.313466589367
79,0.874033333333,0.326552010918,0.875,0.325850462568
80,0.877,0.326052156862,0.8754,0.323774228239
81,0.8771,0.326651286666,0.884,0.313572895086
82,0.875133333333,0.324976463763,0.8784,0.324497990751
83,0.876433333333,0.325267123326,0.8775,0.320344181752
84,0.877366666667,0.323975640774,0.8832,0.313682725573
85,0.8781,0.325908952483,0.8874,0.301898718834
86,0.876466666667,0.324671728595,0.8674,0.34509215486
87,0.877366666667,0.323093508252,0.8862,0.305284148502
88,0.877033333333,0.32575107557,0.8826,0.317437687564
89,0.877533333333,0.324059983762,0.8707,0.337018986034
90,0.877566666667,0.323470967563,0.8465,0.356785230184
91,0.875466666667,0.325371865114,0.7426,0.492404967451
92,0.876133333333,0.324701502299,0.886,0.305844692588
93,0.879466666667,0.322854241196,0.8738,0.330885944009
94,0.877333333333,0.323796367915,0.7969,0.431680797815
95,0.877366666667,0.322065177878,0.8673,0.339793422747
96,0.8783,0.323295808291,0.8845,0.314701417935
97,0.878566666667,0.324308847594,0.8893,0.29827666235
98,0.878566666667,0.323797287973,0.8847,0.308879204631
99,0.8785,0.322486801823,0.7773,0.438280421543
